category,job,summary,responsibilities,url
Engineering & Architecture,Aerospace Engineer,"Responsible for designing and testing aircraft, missiles, and spacecraft.","<ul><li> Develop new designs for use in aviation, defense systems, and space exploration.</li><li> Work on designs for commercial aircraft, military fighter jets, helicopters, spacecraft, or missiles and rockets.</li><li> Construct prototypes.</li><li> Test and supervise the manufacture of aircraft, spacecraft, and missiles.</li><li> Specify functional requirements during development phase. </li><li> Integrate components into the final design.</li><li> Evaluate the effectiveness of the design and change if necessary.</li><li> Estimate cost, reliability, and safety.</li><li> Test products thoroughly for safety issues and defects.</li><li> Use computers extensively to produce and analyze designs.</li><li> Generate specifications for parts.</li><li> Control the efficiency of processes.</li><li> Supervise production of aerial vehicles.</li><li> Ensure designed systems function reliably and for a long time.</li><li> Operate in design teams to research and develop airframes.</li><li> Analyze aerodynamic properties of wings on jet fighters.</li><li> Use computer engineering programs.</li><li> Design performance upgrades as needed.</li><li> Work with earthbound vehicles, such as deep-diving vessels.</li><li> Supervise drafters and engineering technicians.</li><li> Develop guidance and control systems.</li></ul>",aerospace-engineer-job-description
Engineering & Architecture,Agricultural Engineer,"Responsible for applying their knowledge of engineering technology to design agricultural structures, machinery, equipment, and processes.","<ul><li> Work in the agricultural industry to design structures, equipment, and processes. </li><li> Work in areas such as power systems and machinery design, structural and environmental engineering, and food and bioprocess engineering.</li><li> Develop ways to conserve soil and water.</li><li> Improve the processing and storage of agricultural products.</li><li> Perform extensive research and development.</li><li> Supervise production of machinery.</li><li> Specify functional requirements during development phase. </li><li> Integrate components into the final design.</li><li> Evaluate the effectiveness of the design and change if necessary.</li><li> Estimate cost, reliability, and safety.</li><li> Test products thoroughly for safety issues and defects.</li><li> Use computers extensively to produce and analyze designs.</li><li> Generate specifications for parts.</li><li> Control the efficiency of processes.</li><li> Supervise production of aerial vehicles.</li><li> Ensure designed systems function reliably and for a long time.</li><li> Use computer engineering programs.</li><li> Design performance upgrades as needed.</li><li> Design products to increase the production of farm products.</li><li> Design farmhouses, barns, and other shelters.</li><li> Plan sanitation, ventilation, and heating systems.</li><li> Create power machines used for tilling, fertilization, and harvesting.</li><li> Develop pesticide control products and machinery.</li><li> Design an electric power system.</li><li> Develop ways to use power for curing and drying crops.</li><li> Design irrigation, drainage, and flood control systems.</li></ul>",agricultural-engineer-job-description
Engineering & Architecture,Architect,"Responsible for designing and building spaces such as houses, offices, hospitals, skyscrapers, churches, and municipal buildings. Develops blueprints, hires contractors, and supervises creation of buildings and residences.","<ul><li> Design blueprints for various structures, including houses, offices, hospitals, skyscrapers, churches, and municipal buildings.</li><li> Confer with client to develop visions into designs.</li><li> Estimates budgets and time frame.</li><li> Provide various predesign services, including conducting feasibility and environmental impact studies, selecting a site, preparing cost analysis and land-use studies, or specifying the requirements the design must meet.</li><li> Determine space requirements.</li><li> Research potential building users.</li><li> Prepare and present drawings for approval.</li><li> Develop final construction plans.</li><li> Develop air-conditioning, heating, and ventilating systems, electrical systems, communications systems, plumbing; and, possibly, site and landscape plans.</li><li> Specify building materials needed.</li><li> Follow building codes, zoning laws, and fire regulations when creating design.</li><li> Use computer-aided design (CAD) when creating drawings.</li><li> Obtain construction bids and select contractors.</li><li> Negotiate contracts.</li><li> Visit building sites often.</li><li> Perform testing during each phase.</li><li> Advise on energy efficiency measures.</li><li> Evaluate building designs to determine if it fits the needs of occupants.</li></ul>",architect-job-description
Engineering & Architecture,Architectural Drafter,Responsible for preparing technical drawings to be used in construction plans for various industries.,"<ul><li> Create visual guidelines for construction purposes.</li><li> Draft technical details.</li><li> Specify dimensions, materials, and procedures.</li><li> Draw in minute details of structures.</li><li> Design the parts of a machine.</li><li> Determine the numbers and kinds of fasteners needed to assemble the machine.</li><li> Consult technical handbooks and tables while in drafting phase.</li><li> Use Computer Aided Design and Drafting systems to prepare drawings.</li><li> Create and store drawings electronically.</li><li> Program drawings into automated manufacturing systems.</li><li> Prepare variations of design.</li><li> Explain concepts to construction workers.</li><li> Prepare engineering drawings that detail plans and specifications.</li><li> Develop wiring and layout diagrams used by workers who erect, install, and repair electrical equipment and wiring.</li><li> Prepare drawings and topographical relief maps to be used in highways, bridges, pipelines, flood-control projects, and water and sewage systems.</li><li> Create designs used in the layout, construction, and operation of oil and gas fields, refineries, chemical plants, and process piping systems.</li><li> Prepare drawings showing the detail and method of assembly of machinery and mechanical devices.</li></ul>",architectural-drafter-job-description
Engineering & Architecture,Automotive Engineer,"Responsible for designing and supervising the production of automobiles, buses, trucks, motorcycles, and other earthbound vehicles.","<ul><li> Design and test parts for moving vehicles.</li><li> Design, manufacture, and operate engineering subsystems.</li><li> Engineer attributes of an automobile.</li><li> Produce visual interpretations of automobiles and their parts.</li><li> Select materials for production.</li><li> Use mechanical, thermodynamic, pneumatic, hydraulic and electrical principles to resolve engineering problems.</li><li> Research designs and past machinery.</li><li> Build prototypes.</li><li> Develop test procedures and test moving vehicles.</li><li> Supervise the process of manufacturing, installation, and operation of vehicles.</li><li> Inspect vehicle for defects.</li><li> Investigate mechanical failures.</li><li> Select and purchase appropriate materials.</li><li> Prepare cost and timing estimates.</li><li> Supervise technicians and technologists.</li><li> Review, change, and approve designs.</li><li> Test drive vehicles and check for faults.</li><li> Specify functional requirements during development phase. </li><li> Integrate components into the final design.</li><li> Evaluate the effectiveness of the design and change if necessary.</li><li> Estimate cost, reliability, and safety factors.</li><li> Test products thoroughly for safety issues and defects.</li><li> Use computers extensively to produce and analyze designs.</li><li> Generate specifications for parts.</li><li> Control the efficiency of processes.</li></ul>",automotive-engineer-job-description
Engineering & Architecture,Biomedical Engineer,"Responsible for creating products and procedures to solve medical problems. Researches, develops, and evaluates systems and products such as medical equipment, artificial organs, instruments used during surgery, information systems, care delivery systems, and health management.","<ul><li> Develop procedures and devices for use in the medical community.</li><li> Perform extensive research and product development.</li><li> Develop and evaluate systems and products such as artificial organs, prostheses (artificial devices that replace missing body parts), instrumentation, medical information systems, and health management and care delivery systems. </li><li> Design magnetic resonance imaging (MRI) and devices for automating insulin injections or controlling body functions.</li><li> Specify functional requirements during development phase. </li><li> Integrate components into the final design.</li><li> Evaluate the effectiveness of the design and change if necessary.</li><li> Estimate cost, reliability, and safety factors.</li><li> Test products thoroughly for safety issues and defects.</li><li> Use computers extensively to produce and analyze designs.</li><li> Generate specifications for parts.</li><li> Control the efficiency of processes.</li><li> Supervise technicians and other engineers during development phase.</li></ul>",biomedical-engineer-job-description
Engineering & Architecture,CAD Engineer,"Responsible for designing products using computer-aided design software applications such as AutoCAD, Pro/ENGINEER, and SolidWorks. Designs products, creates and tests prototypes, and oversees other drafters.","<ul><li> Design frameworks for a project.</li><li> Work with industrial and packaging engineers to develop, manufacture, and market a product.</li><li> Analyze, design and build business/technical solutions that deliver the client’s goal.</li><li> Create detailed design documentation.</li><li> Estimate time and costs required to complete project.</li><li> Code and test software.</li><li> Define, create and maintain development methodologies, procedures and standards. </li><li> Create drawings in both 2 and 3-dimensional form.</li><li> Design floor plans, elevations, and realistic renderings with the help of software.</li><li> Create designs for medicine, automotive, electronics, and the home.</li><li> Aid in the selection of materials for the products.</li><li> Produce final design specifications.</li><li> Supervise assistant drafters and other workers involved in the project design.</li></ul>",cad-engineer-job-description
Engineering & Architecture,Chemical Engineer,Responsible for engineering solutions that solve problems related to the production and use of chemicals. Designs equipment for chemical manufacturers and plans and tests methods of manufacturing products.,"<ul><li> Solve problems involving the production, manufacturing, or usage of chemicals.</li><li> Design processes for chemical manufacturers, both large and small.</li><li> Supervise production.</li><li> Plan and test methods of manufacturing products and treating byproducts.</li><li> Work with specialized chemical processes, including oxidation or polymerization.</li><li> Work with research chemists to develop industrial chemical processes.</li><li> Help produce a large variety of goods using chemicals.</li><li> Design entire factories that produce chemicals.</li><li> Solve practical problems in the manufacture and use of products.</li><li> Consult with chemists.</li><li> Perform experiments and calculate temperature and pressure.</li><li> Plan and purchase machinery for chemical production.</li><li> Estimate the number of people needed to operate a plant and the cost of power and raw materials.</li><li> Evaluate the effect of chemicals or factories on products or the environment.</li><li> Ensure no wildlife is harmed and that lakes and streams are not polluted.</li><li> Ensure waste is disposed of according to standards.</li><li> Build pilot plants or small-scale models of the actual processing facility.</li><li> Test work and refine processes.</li><li> Integrate components into the final design.</li><li> Evaluate the effectiveness of the design and change if necessary.</li><li> Estimate cost, reliability, and safety factors.</li><li> Use computers extensively to produce and analyze designs.</li><li> Generate specifications for parts.</li><li> Control the efficiency of processes.</li><li> Supervise technicians and other engineers during development phase.</li></ul>",chemical-engineer-job-description
Engineering & Architecture,Civil Drafter,"Responsible for creating and preparing drawings and topographical and relief maps to be used in construction projects such as highways, bridges, pipelines, flood-control projects, and water and sewage systems.","<ul><li> Create drawings for construction projects.</li><li> Draw topographical and relief maps to aid construction workers and architects.</li><li> Create visual guidelines for construction purposes.</li><li> Draft technical details.</li><li> Specify dimensions, materials, and procedures.</li><li> Draw in minute details of structures.</li><li> Design the parts of a machine.</li><li> Determine the numbers and kinds of fasteners needed to assemble the machine.</li><li> Consult technical handbooks and tables while in drafting phase.</li><li> Use Computer Aided Design and Drafting systems to prepare drawings.</li><li> Create and store drawings electronically.</li><li> Program drawings into automated manufacturing systems.</li><li> Prepare variations of design.</li><li> Explain concepts to construction workers.</li><li> Prepare engineering drawings that detail plans and specifications.</li><li> Develop wiring and layout diagrams used by workers who erect, install, and repair electrical equipment and wiring.</li><li> Prepare drawings and topographical relief maps to be used in highways, bridges, pipelines, flood-control projects, and water and sewage systems.</li><li> Create designs used in the layout, construction, and operation of oil and gas fields, refineries, chemical plants, and process piping systems.</li><li> Prepare drawings showing the detail and method of assembly of machinery and mechanical devices.</li></ul>",civil-drafter-job-description
Engineering & Architecture,Civil Engineer,"Responsible for designing buildings, roads, municipal structures, airports, sewage systems, dams, bridges, tunnels, and waterways. Examines area to determine best routes and considers factors such as weather, erosion, governmental regulations, and environmental hazards.","<ul><li> Design roads, buildings, airports, tunnels, dams, bridges, and water supply and sewage systems.</li><li> Participate in the supervision of the construction of the structures and roads.</li><li> Determine necessary materials needed for construction.</li><li> Estimate construction costs and create budgets.</li><li> Estimate how long project will take.</li><li> Design canals, flood-control systems, and irrigation systems.</li><li> Study water sources and develop ways of using water that will benefit the community.</li><li> Design dams and reservoirs.</li><li> Create systems that purify water and treat wastes.</li><li> Control water and air pollution alongside environmental engineers.</li><li> Plan highways, subways, airports, and railroads.</li><li> Develop ways to use soil to improve building foundations.</li><li> Test work and refine processes.</li><li> Integrate components into the final design.</li><li> Evaluate the effectiveness of the design and change if necessary.</li><li> Estimate cost, reliability, and safety factors.</li><li> Use computers extensively to produce and analyze designs.</li><li> Generate specifications for parts.</li><li> Control the efficiency of processes.</li><li> Supervise technicians and other engineers during development phase.</li></ul>",civil-engineer-job-description
Engineering & Architecture,Computer Hardware Engineer,"Responsible for designing, developing, and testing computer hardware, including computer systems, circuit boards, computer chips, keyboards, routers, and printers. Supervises the manufacturing, production, and installation of the parts.","<ul><li> Design and oversee the production of computer hardware equipment.</li><li> Test and re-test parts to ensure they work properly.</li><li> Identify and isolate defects.</li><li> Design and develop the software systems that control computers.</li><li> Design and test circuits and other electronic components.</li><li> Test work and refine processes.</li><li> Integrate components into the final design.</li><li> Evaluate the effectiveness of the design and change if necessary.</li><li> Estimate cost, reliability, and safety factors.</li><li> Use computers extensively to produce and analyze designs.</li><li> Generate specifications for parts.</li><li> Control the efficiency of processes.</li><li> Supervise technicians and other engineers during development phase.</li><li> Build, test and modify product prototypes.</li><li> Analyze information and recommend appropriate hardware to users.</li><li> Design support peripherals, including central processing units (CPUs), support logic, microprocessors, custom integrated circuits, and printers and disk drives.</li><li> Specify power supply requirements and configuration.</li><li> Retrieve data for analysis of system capabilities.</li></ul>",computer-hardware-engineer-job-description
Engineering & Architecture,Drafter,Responsible for creating technical drawings to be used in the production of various types of products. Creates plans to be used in construction projects. Draws plans for everything from tunnels to buildings to microchips.,"<ul><li> Create visual guidelines for construction purposes.</li><li> Draft technical details.</li><li> Specify dimensions, materials, and procedures.</li><li> Draw in minute details of structures.</li><li> Design the parts of a machine.</li><li> Determine the numbers and kinds of fasteners needed to assemble the machine.</li><li> Consult technical handbooks and tables while in drafting phase.</li><li> Use Computer Aided Design and Drafting systems to prepare drawings.</li><li> Create and store drawings electronically.</li><li> Program drawings into automated manufacturing systems.</li><li> Prepare variations of design.</li><li> Explain concepts to construction workers.</li><li> Prepare engineering drawings that detail plans and specifications.</li><li> Develop wiring and layout diagrams used by workers who erect, install, and repair electrical equipment and wiring.</li><li> Prepare drawings and topographical relief maps to be used in highways, bridges, pipelines, flood-control projects, and water and sewage systems.</li><li> Create designs used in the layout, construction, and operation of oil and gas fields, refineries, chemical plants, and process piping systems.</li><li> Prepare drawings showing the detail and method of assembly of machinery and mechanical devices.</li></ul>",drafter-job-description
Engineering & Architecture,Electrical Drafter,"Responsible for creating wiring and layout diagrams used by workers who erect, install, and repair electrical equipment and wiring in communication centers, power plants, electrical distribution systems, and buildings.","<ul><li> Design and draw wiring and layout diagrams.</li><li> Supervise installation of electrical equipment and systems.</li><li> Supervise repair of equipment and wiring.</li><li> Create visual guidelines for construction purposes.</li><li> Draft technical details.</li><li> Specify dimensions, materials, and procedures.</li><li> Draw in minute details of structures.</li><li> Use Computer Aided Design and Drafting systems to prepare drawings.</li><li> Create and store drawings electronically.</li><li> Program drawings into automated manufacturing systems.</li><li> Prepare variations of design.</li><li> Explain concepts to construction workers.</li><li> Prepare engineering drawings that detail plans and specifications.</li></ul>",electrical-drafter-job-description
Engineering & Architecture,Electrical Engineer,"Responsible for the design, development, and production of electrical equipment. Supervises the manufacturing and installation of equipment and corrects flaws or malfunctions.","<ul><li> Design and develop electrical equipment, including electric motors, machinery controls, lighting, and wiring in buildings, radar and navigation systems, communications systems; and power generation, control, and transmission devices used by electric utilities.</li><li> Design the electrical systems of automobiles and aircraft.</li><li> Handle the development of lighting, wiring systems, electric motors, navigation systems, and utilities</li><li> Test equipment and isolate defects.</li><li> Create best routes for power supplies.</li><li> Integrate components into the final design.</li><li> Plan, schedule, conduct, and coordinate program of assigned engineering work and projects.</li><li> Assemble bid, approval, and construction issue drawing packages.</li><li> Evaluate the effectiveness of the design and change if necessary.</li><li> Estimate cost, reliability, and safety factors.</li><li> Use computers extensively to produce and analyze designs.</li><li> Generate specifications for parts.</li><li> Control the efficiency of processes.</li><li> Supervise technicians and other engineers during development phase.</li><li> Build, test and modify product prototypes.</li></ul>",electrical-engineer-job-description
Engineering & Architecture,Electronic Drafter,"Responsible for drafting wiring diagrams, circuit board assembly diagrams, schematics, and layout drawings used in the manufacture, installation, and repair of electronic devices and components.","<ul><li> Create diagrams and drawings for various electronic components and devices.</li><li> Create visual guidelines for construction purposes.</li><li> Examine electronic schematics and supporting documents to develop specifications.</li><li> Prepare schematic diagrams, block diagrams, control drawings, logic diagrams, integrated circuit drawings, and interconnection diagrams.</li><li> Draft technical details.</li><li> Plot electrical test points.</li><li> Key specified commands.</li><li> Specify dimensions, materials, and procedures.</li><li> Draw in minute details of structures.</li><li> Copy drawings of printed circuit board fabrication</li><li> Consult technical handbooks and tables while in drafting phase.</li><li> Use Computer Aided Design and Drafting systems to prepare drawings.</li><li> Create and store drawings electronically.</li><li> Program drawings into automated manufacturing systems.</li><li> Prepare variations of design.</li><li> Explain concepts to construction workers.</li><li> Prepare engineering drawings that detail plans and specifications.</li><li> Determine all design elements.</li><li> Provide other visual guidelines as needed.</li></ul>",electronic-drafter-job-description
Engineering & Architecture,Electronics Engineer,"Responsible for designing, testing, and producing a wide variety of electronics, including navigation systems, stereos, and portable music players.","<ul><li> Design wide array of electronics, from speakers to TVs to audio equipment.</li><li> Develop, test, and supervise the manufacture of electronic equipment such as broadcast and communications systems.</li><li> Utilize ferroelectric, nonlinear, dielectric, phosphorescent, photo-conductive, and thermoelectric properties of materials.</li><li> Create test control apparatus and equipment.</li><li> Work in areas such as communications, signal processing, and control systems.</li><li> Develop new applications of conductive properties of metallic and nonmetallic materials to be used in components.</li><li> Test, troubleshoot, and isolate malfunctioning equipment.</li><li> Read schematics and maintenance manuals.</li><li> Develop electronic principles and technology in fields.</li><li> Purchase materials.</li><li> Evaluate operational systems and recommend design modifications.</li><li> Research parts availability and costs.</li><li> Direct field operations and maintenance of electronic installations.</li></ul>",electronics-engineer-job-description
Engineering & Architecture,Engineer,"Responsible for creating faster, cheaper, and better solutions to technical problems. Designs, develops, and tests new products, makes recommendations to processes, evaluate overall effectiveness of a product's design, and oversee production.","<ul><li> Apply science and mathematics to create solutions for technical problems.</li><li> Develop new products and enhancements to processes.</li><li> Design and test components.</li><li> Integrate components to produce design.</li><li> Draft diagrams and blueprints of product.</li><li> Evaluate the product or design's effectiveness, cost, reliability, and safety.</li><li> Develop different products and processes such as chemicals, computers, power plants, helicopters, and jets, electrical systems, and toys.</li><li> Use computers to produce and analyze designs.</li><li> Supervise production in factories.</li><li> Determine the causes of a component's failure.</li><li> Test manufactured products to maintain quality.</li><li> Estimate time and cost to complete projects.</li><li> Oversee entire projects or completion of major components.</li><li> Generate specifications for parts.</li><li> Perform civil engineering duties for public works, buildings, sub-divisions, drainage, traffic, road, airport, tunnel, bridge, water supply, sewage, and environmental systems.</li><li> Perform chemical engineering duties for industries including food, pharmaceuticals, heat transfer and energy conversion, petrochemicals (chemicals made from petroleum or natural gas), or consumer products such as plastics, detergents, paint, and synthetic textiles.</li><li> Perform mechanical engineering duties dealing with mechanical devices, components, engines, transportation equipment, environmental control, materials handling, machine tools, robots, automated manufacturing equipment, and power producing machines such as internal combustion engines, steam and gas turbines, and jet and rocket engines.</li><li> Review and propose changes to engineering standards.</li></ul>",engineer-job-description
Engineering & Architecture,Engineering Manager,"Responsible for leading and supervising a team of engineers as they develop, test, modify, and create solutions to technical problems.","<ul><li> Supervise and lead engineers, scientist and technicians, who design machinery, plan and develop civil projects, and oversee production and quality control.</li><li> Direct and coordinate production, operations, quality assurance, testing, or maintenance in industrial plants.</li><li> Oversee the research and development of new products and procedures.</li><li> Hire, train, and mentor other engineers and supporting staff.</li><li> Write performance reviews and solve internal issues.</li><li> Discuss and lay out project specifications.</li><li> Make detailed plans to accomplish goals.</li><li> Analyze market demand and available resources.</li><li> Review, approve, or modify product designs.</li><li> Prepare budgets, bids, and contracts.</li><li> Negotiate research contracts.</li><li> Approve expenditures.</li><li> Review and recommend contracts.</li><li> Develop cost estimates.</li><li> Draft proposals and reports for clients.</li><li> Improve manufacturing processes and advance scientific research.</li><li> Develop overall concepts for a new product.</li><li> Check technical accuracy of work.</li><li> Establish administrative policies, procedures, and standards.</li><li> Coordinate activities of unit with other units or organizations.</li><li> Confer with higher levels of management.</li></ul>",engineering-manager-job-description
Engineering & Architecture,Engineering Technician,"Responsible for developing and testing solutions to solve technical problems in research and development, manufacturing, sales, construction, inspection, and maintenance. Assists engineers, inspects products, conducts tests, and collects data.","<ul><li> Create solutions to complex technical problems in a variety of industries.</li><li> Assist engineers and scientists as they create, modify, and test products and processes.</li><li> Perform extensive research and development during creation phase of product.</li><li> Inspect products and processes for flaws and identify areas of improvement.</li><li> Conduct tests and collect data.</li><li> Assist in product ensign, development, and production.</li><li> Build and set up equipment.</li><li> Prepare and conduct experiments.</li><li> Calculate or record results during experiments.</li><li> Create prototypes of equipment.</li><li> Utilize computer-aided design and drafting equipment during design phase.</li><li> Operate and maintain equipment used to test aircraft and spacecraft.</li><li> Calibrate test equipment.</li><li> Program and run computer simulations to test designs virtually.</li><li> Plan and oversee the construction of highways, buildings, bridges, dams, wastewater treatment systems, and other structures</li><li> Estimate construction costs and specify materials to be used.</li><li> Perform land surveying.</li><li> Monitor traffic conditions.</li><li> Design, develop, test, and manufacture electrical and electronic equipment such as communication equipment, medical monitoring devices, navigational equipment, and computers.</li><li> Design, develop, test, and manufacture electronic and computer-controlled mechanical systems.</li><li> Develop methods used in the prevention, control, or remediation of environmental hazards.</li></ul>",engineering-technician-job-description
Engineering & Architecture,Environmental Engineer,"Responsible for researching, testing, and developing solutions to environmental problems. Creates processes in relation to water and air pollution control, waste disposal, recycling, and public health issues.","<ul><li> Create solutions to environmental problems.</li><li> Build upon existing solutions to make them better.</li><li> Conduct hazardous waste management studies.</li><li> Evaluate significance of hazards and determine proper disposal and management methods.</li><li> Advise on treatment and containment.</li><li> Develop regulations to prevent catastrophes.</li><li> Design municipal water supplies.</li><li> Create industrial wastewater treatment systems.</li><li> Perform on the environmental impact of construction projects.</li><li> Analyze scientific data.</li><li> Perform quality control checks and correct malfunctioning equipment.</li><li> Research and analyze proposed worldwide environmental projects using scientific data.</li><li> Study affects of acid rain, auto emissions, ozone depletion, and global warming and find solutions to these global problems.</li><li> Create regulations to protect wildlife.</li><li> Help clients comply with regulations.</li><li> Prevent environmental damage.</li><li> Participate in the cleanup of hazardous sites.</li><li> Advise federal, state, and local governments on the best ways to expand highways, create new towns and cities, and how to reuse and recycle waste.</li></ul>",environmental-engineer-job-description
Engineering & Architecture,Fire-Prevention & Protection Engineer,Responsible for creating products and methods to prevent or extinguish fires. Devises best ways to escape from fires in homes and buildings. Inspects buildings and homes to determine fire hazards.,"<ul><li> Create methods dealing with fire prevention. </li><li> Inspect buildings and homes for dangerous fire hazards.</li><li> Suggest ways to minimize dangers.</li><li> Plan changes in older buildings to make them safer. </li><li> Study dangerous processes or materials and create safety measures for handling them.</li><li> Teach workers and managers how to handle fires and best ways to escape.</li><li> Advise manufacturers on how to create fire protection equipment.</li><li> Inspect buildings for insurance purposes to determine causes of fire.</li><li> Design and install fire safety equipment.</li><li> Keep municipal properties safe from fire.</li><li> Ensure public observes fire protection regulations.</li><li> Hold training sessions on fire protection and prevention.</li><li> Evaluate fire departments.</li><li> Conduct research on fire retardants.</li><li> Design fire detection equipment, alarm systems, and fire extinguishing devices.</li><li> Identify potential fire hazards in buildings, such as water supplies, exit locations, and construction materials.</li><li> Research methods to extinguish fires and ignition sources.</li><li> Advise on how to extinguish large-scale fires.</li></ul>",fire-prevention-and-protection-engineer-job-description
Engineering & Architecture,Industrial Engineer,"Responsible for determining most effective ways to create a product or service. Develops ways to increase productivity, maximize efficiency, and manage human capital more effectively.","<ul><li> Develop most efficient ways to use people, machines, materials, information, and energy to make a product or service.</li><li> Help companies increase productivity.</li><li> Optimize methods of business organization.</li><li> Study product requirements and design manufacturing and information systems to meet requirements.</li><li> Develop management control systems.</li><li> Perform mathematical calculations to determine manufacturing processes.</li><li> Assist in financial planning and cost analysis.</li><li> Design production planning and control systems.</li><li> Design methods to ensure product quality.</li><li> Improve ways to distribute goods and services.</li><li> Determine most viable plant and factory locations.</li><li> Resolve production problems.</li><li> Design layout of equipment and workspace.</li><li> Estimate production costs.</li><li> Create sampling procedures and designs.</li><li> Evaluate accuracy of production and testing equipment.</li><li> Study and rearrange org charts, material flow, and operations sequence.</li><li> Evaluate effects of product design changes.</li></ul>",industrial-engineer-job-description
Engineering & Architecture,Industrial Safety & Health Engineer,Responsible for inspecting work sites to determine safety hazards. Helps companies and workers minimize on-the-job risks and comply with safety laws.,"<ul><li> Identify and measure potential safety hazards in the workplace.</li><li> Analyze risk of fires in buildings.</li><li> Determine dangers of handling certain toxic chemicals.</li><li> Recommend appropriate loss prevention methods.</li><li> Assess probability of harm.</li><li> Develop procedures and designs to reduce the risk of illness, injury, or damage.</li><li> Ensure new products do not cause harm.</li><li> Anticipate, evaluate, and react to hazardous conditions.</li><li> Develop hazard control methods.</li><li> Coordinate safety programs.</li><li> Coordinate with outside organizations, such as OSHA or fire departments.</li><li> Design and install safety devices.</li><li> Investigate industrial accidents.</li><li> Conduct air quality and water quality tests.</li><li> Check radiation levels.</li><li> Determine if noise levels are appropriate.</li><li> Advise workers on the proper use of safety equipment and clothing.</li></ul>",industrial-safety-and-health-engineer-job-description
Engineering & Architecture,Landscape Architect,"Responsible for designing outside spaces, such as parks, gardens, playgrounds, yards, campuses, and shopping centers. Plants trees, bushes, flowers, and bulbs throughout the year for aesthetic purposes. Plans location of buildings, roads, and walkways.","<ul><li> Create aesthetically pleasing landscapes decorated with bushes, shrubs, trees, flowers, and benches.</li><li> Plan the location of buildings, roads, and walkways.</li><li> Prune shrubs and flowers as needed throughout the year.</li><li> Determine best arrangement of roads and buildings.</li><li> Conserve and restore natural resources.</li><li> Create plans that include new topography, vegetation, and walkways.</li><li> Place fountains, bridges, benches, and other decorative features to enhance appearance of park, garden, or building.</li><li> Estimate project expenses and length of project.</li><li> Analyze natural elements of a site, including climate, soil, drainage, and slope of land.</li><li> Modify existing structures.</li><li> Evaluate project's impact on local ecosystem.</li><li> Prepare and submit preliminary designs.</li><li> Use video simulation to help clients envision the proposed ideas and plans.</li><li> Use geographic information systems to large-scale site planning.</li><li> Consult with hydrologists, civil engineers, and architects during project.</li><li> Create miniature models of project for clients.</li><li> Purchase necessary materials.</li><li> Monitor installation of materials.</li><li> Direct construction of the site.</li><li> Improve upon appearance of public parks and waterfronts. </li><li> Preserve and restore wetlands.</li><li> Prepare environmental impact statements.</li><li> Perform studies on environmental issues.</li></ul>",landscape-architect-job-description
Engineering & Architecture,Marine Architect,"Responsible for designing water vessels and parts, such as ships, hulls, and compartments. Ensures that ships function properly and efficiently.","<ul><li> Design and build basic structure of ships and boats.</li><li> Design and supervise construction of aircraft carriers, submarines, sailboats, and tankers.</li><li> Design the form and stability of hulls.</li><li> Develop sectional and waterline curves of hull to establish center of gravity.</li><li> Design propulsion and steering systems.</li><li> Establish arrangement of boiler room equipment and propulsion machinery.</li><li> Operate or supervise the operation of marine machinery on ships.</li><li> Select materials and write specifications for suppliers and construction workers. </li><li> Design cargo space, passenger compartments, and ladder wells.</li><li> Remodel vessels.</li><li> Perform repairs as necessary.</li><li> Research use of new materials and techniques.</li><li> Design yachts and freight vessels.</li><li> Launch sea trials to determine if anything needs to be modified.</li><li> Design offshore drilling platforms.</li><li> Use complex mathematical and physical models to ensure that the ship's design is satisfactory.</li><li> Perform maritime research.</li><li> Undertake risk analysis assessment of ships and other marine vessels.</li></ul>",marine-architect-job-description
Engineering & Architecture,Marine Engineer,"Responsible for designing water vessels and parts, such as ships, hulls, and compartments. Ensures that ships function properly and efficiently.","<ul><li> Design and build basic structure of ships and boats.</li><li> Design and supervise construction of aircraft carriers, submarines, sailboats, and tankers.</li><li> Design the form and stability of hulls.</li><li> Develop sectional and waterline curves of hull to establish center of gravity.</li><li> Design propulsion and steering systems.</li><li> Establish arrangement of boiler room equipment and propulsion machinery.</li><li> Operate or supervise the operation of marine machinery on ships.</li><li> Select materials and write specifications for suppliers and construction workers. </li><li> Design cargo space, passenger compartments, and ladder wells.</li><li> Remodel vessels.</li><li> Perform repairs as necessary.</li><li> Research use of new materials and techniques.</li><li> Design yachts and freight vessels.</li><li> Launch sea trials to determine if anything needs to be modified.</li><li> Design offshore drilling platforms.</li><li> Use complex mathematical and physical models to ensure that the ship's design is satisfactory.</li><li> Perform maritime research.</li><li> Undertake risk analysis assessment of ships and other marine vessels.</li></ul>",marine-engineer-job-description
